"Subject","Session","Trial","FarAway","Littered","PictureTarget.RT","Side"
22,2,34,1,1,719,"right"
22,2,35,1,1,484,"right"
22,2,36,1,1,625,"left"
22,2,37,1,1,482,"left"
22,2,38,1,1,425,"left"
22,2,39,1,1,529,"left"
22,2,40,1,1,618,"right"
22,3,31,1,1,630,"right"
22,3,32,1,1,488,"right"
22,3,33,1,1,739,"left"
22,3,34,1,1,819,"left"
22,3,35,1,1,564,"right"
22,3,36,1,1,480,"right"
22,3,37,1,1,472,"left"
22,3,38,1,1,538,"left"
22,3,39,1,1,673,"left"
22,3,40,1,1,585,"right"
22,4,31,1,1,636,"left"
22,4,32,1,1,431,"right"
22,4,33,1,1,687,"right"
22,4,34,1,1,837,"right"
22,4,35,1,1,632,"left"
22,4,36,1,1,597,"right"
22,4,37,1,1,602,"left"
22,4,38,1,1,513,"left"
22,4,39,1,1,580,"right"
22,4,40,1,1,528,"left"
26,1,31,1,1,669,"left"
26,1,32,1,1,543,"right"
26,1,33,1,1,791,"right"
26,1,34,1,1,927,"right"
26,1,35,1,1,518,"left"
26,1,36,1,1,597,"right"
26,1,37,1,1,1011,"left"
26,1,38,1,1,601,"left"
26,1,39,1,1,688,"right"
26,1,40,1,1,471,"left"
26,2,31,1,1,559,"left"
26,2,32,1,1,803,"right"
26,2,33,1,1,593,"right"
26,2,34,1,1,529,"left"
26,2,35,1,1,760,"right"
26,2,36,1,1,769,"left"
26,2,37,1,1,549,"right"
26,2,38,1,1,533,"left"
26,2,39,1,1,555,"left"
26,2,40,1,1,573,"right"
26,3,31,1,1,519,"right"
26,3,32,1,1,728,"left"
26,3,33,1,1,609,"left"
26,3,34,1,1,634,"right"
26,3,35,1,1,549,"left"
26,3,36,1,1,471,"left"
26,3,37,1,1,721,"right"
26,3,38,1,1,846,"right"
26,3,39,1,1,675,"left"
26,3,40,1,1,569,"right"
26,4,31,1,1,422,"right"
26,4,32,1,1,484,"left"
26,4,33,1,1,477,"left"
26,4,34,1,1,492,"right"
26,4,35,1,1,587,"left"
26,4,36,1,1,575,"right"
26,4,37,1,1,489,"left"
26,4,38,1,1,577,"right"
26,4,39,1,1,599,"right"
26,4,40,1,1,563,"left"
6,1,31,1,1,1244,"left"
6,1,32,1,1,674,"left"
6,1,33,1,1,784,"left"
6,1,34,1,1,831,"right"
6,1,35,1,1,754,"right"
6,1,36,1,1,1051,"right"
6,1,37,1,1,1176,"left"
6,1,38,1,1,1071,"right"
6,1,39,1,1,828,"right"
6,1,40,1,1,940,"left"
6,2,31,1,1,744,"right"
6,2,32,1,1,608,"left"
6,2,33,1,1,749,"left"
6,2,34,1,1,685,"right"
6,2,35,1,1,919,"left"
6,2,36,1,1,825,"right"
6,2,37,1,1,721,"left"
6,2,38,1,1,692,"right"
6,2,39,1,1,568,"left"
6,2,40,1,1,825,"right"
6,3,31,1,1,610,"right"
6,3,32,1,1,536,"left"
6,3,33,1,1,635,"right"
6,3,34,1,1,719,"left"
6,3,35,1,1,1097,"right"
6,3,36,1,1,1002,"left"
6,3,37,1,1,791,"right"
6,3,38,1,1,665,"right"
6,3,39,1,1,633,"left"
6,3,40,1,1,644,"left"
6,4,31,1,1,614,"right"
6,4,32,1,1,592,"right"
6,4,33,1,1,574,"left"
6,4,34,1,1,425,"left"
6,4,35,1,1,468,"right"
6,4,36,1,1,535,"left"
6,4,37,1,1,615,"right"
6,4,38,1,1,576,"right"
6,4,39,1,1,650,"left"
6,4,40,1,1,1087,"left"
8,1,31,1,1,681,"right"
8,1,32,1,1,646,"left"
8,1,33,1,1,462,"left"
8,1,34,1,1,898,"left"
8,1,35,1,1,612,"right"
8,1,36,1,1,596,"left"
8,1,37,1,1,652,"right"
8,1,38,1,1,443,"right"
8,1,39,1,1,614,"left"
8,1,40,1,1,503,"right"
8,2,31,1,1,581,"right"
8,2,32,1,1,661,"left"
8,2,33,1,1,676,"right"
8,2,34,1,1,484,"right"
8,2,35,1,1,698,"left"
8,2,36,1,1,599,"left"
8,2,37,1,1,707,"left"
8,2,38,1,1,752,"left"
8,2,39,1,1,682,"right"
8,2,40,1,1,686,"right"
8,3,31,1,1,726,"left"
8,3,32,1,1,790,"left"
8,3,33,1,1,736,"right"
8,3,34,1,1,423,"left"
8,3,35,1,1,372,"right"
8,3,36,1,1,514,"right"
8,3,37,1,1,455,"left"
8,3,38,1,1,557,"right"
8,3,39,1,1,616,"right"
8,3,40,1,1,572,"left"
8,4,31,1,1,657,"right"
8,4,32,1,1,468,"left"
8,4,33,1,1,797,"left"
8,4,34,1,1,550,"right"
8,4,35,1,1,588,"right"
8,4,36,1,1,526,"right"
8,4,37,1,1,702,"left"
8,4,38,1,1,576,"left"
8,4,39,1,1,666,"left"
8,4,40,1,1,672,"right"
9,1,31,1,1,648,"left"
9,1,32,1,1,656,"right"
9,1,33,1,1,764,"left"
9,1,34,1,1,504,"left"
9,1,35,1,1,725,"right"
9,1,36,1,1,576,"left"
9,1,37,1,1,539,"left"
9,1,38,1,1,519,"right"
9,1,39,1,1,537,"right"
9,1,40,1,1,370,"right"
9,2,31,1,1,603,"left"
9,2,32,1,1,527,"right"
9,2,33,1,1,604,"right"
9,2,34,1,1,525,"left"
9,2,35,1,1,617,"left"
9,2,36,1,1,481,"left"
9,2,37,1,1,757,"right"
9,2,38,1,1,636,"left"
9,2,39,1,1,462,"right"
9,2,40,1,1,543,"right"
9,3,31,1,1,707,"right"
9,3,32,1,1,472,"right"
9,3,33,1,1,548,"left"
9,3,34,1,1,577,"left"
9,3,35,1,1,488,"left"
9,3,36,1,1,623,"right"
9,3,37,1,1,602,"left"
9,3,38,1,1,669,"right"
9,3,39,1,1,450,"right"
9,3,40,1,1,551,"left"
9,4,31,1,1,525,"left"
9,4,32,1,1,577,"right"
9,4,33,1,1,487,"left"
9,4,34,1,1,436,"left"
9,4,35,1,1,577,"right"
9,4,36,1,1,481,"left"
9,4,37,1,1,573,"left"
9,4,38,1,1,404,"right"
9,4,39,1,1,438,"right"
9,4,40,1,1,366,"right"
